disease_id,disease_name,context_summary,domain,body_system,symptoms,urgency_classification,recommended_tests,prevalence,disease_synonyms,link,notes,TRUE,Medical Taxonomy (set of specialties/domains),Explanation,,,
715,toxic multinodular goiter,N/A,,,,,N/A,,,N/A,,FALSE,,,,,
716,toxoplasmosis,Toxoplasmosis is an illness you can get from contact with contaminated cat poop or by eating undercooked meat. The parasite Toxoplasma gondii ( T. gondii ) causes it.,,,,,"How doctors diagnose toxoplasmosis To diagnose toxoplasmosis, your healthcare provider will examine you and ask about your symptoms. They may recommend: Blood tests : Blood tests are almost always performed to diagnose toxoplasmosis. Your provider sends a sample of your blood to a lab to look for antibodies to T. gondii . They may also look for parts of the parasite (DNA). Biopsy : Rarely, your healthcare provider may take a small amount of tissue and send it to a lab to look for signs of T. gondii. If you have symptoms of toxoplasmosis in your brain, your provider may recommend: Imaging: A CT scan or MRI can show signs of infection in your brain or spinal cord. Lumbar puncture : A lab will look for signs of T. gondii in a sample of cerebrospinal fluid (CSF). If you’re pregnant and have toxoplasmosis, your provider may recommend: Amniocentesis : Your pregnancy care provider will send a sample of amniotic fluid to a lab to look for signs of T. gondii. Ultrasound : This can’t diagnose toxoplasmosis on its own. But it can show changes to the fetus’s brain from an infection. Advertisement",,,https://my.clevelandclinic.org/health/diseases/toxoplasmosis,,FALSE,,,,,
717,tracheitis,N/A,,,,,N/A,,,N/A,,FALSE,,,,,
718,transient ischemic attack,"A transient ischemic attack is like a temporary stroke . It means there’s a temporary (transient) lack of blood flow to part of your brain. Without blood flow, the brain cells malfunction and start to die (ischemia).",,,,,"How is a transient ischemic attack diagnosed? A healthcare provider can diagnose a TIA using a combination of methods, including: Medical history . This involves asking you questions about your health history and symptoms. Physical and neurological exam . These help a provider learn more about your symptoms, especially if you’re still experiencing them at the time of the exam. Imaging scans . Healthcare providers can get a computed tomography (CT) scan in only a few minutes. It helps them to quickly see if you’re having a brain bleed or not and, if so, provide treatment immediately. An MRI scan helps your care team tell if you had a stroke or a TIA. If there's visible damage (even though your symptoms are completely gone), it was a stroke, not a TIA. Other tests may also be possible, depending on your symptoms and if your healthcare provider suspects another health issue is causing or contributing to the TIA and its symptoms. Your healthcare provider can tell you more about the tests they recommend and why those tests could be helpful.",,,https://my.clevelandclinic.org/health/diseases/14173-transient-ischemic-attack-tia-or-mini-stroke,,FALSE,,,,,
719,trichiasis,"Trichiasis is an eye condition in which your eyelashes grow the wrong way — toward your eye rather than away from it. Having misdirected eyelashes causes your eye to become irritated because the lashes scrape against the cornea , the conjunctiva and the inside of your eyelids.",,,,,"How is trichiasis diagnosed? Your eye care specialist will ask questions about your health history and your symptoms. They’ll do a thorough eye exam . During your eye exam, your provider will be able to see which way your eyelashes are pointing and how many of them are affected. They’ll also be able to tell if your eyes are becoming damaged by the lashes.",,,https://my.clevelandclinic.org/health/diseases/24542-trichiasis,,FALSE,,,,,
720,trichinosis,"Trichinosis (trichinellosis) is an illness you can get if you eat undercooked meat from infected animals, particularly pork. The larvae of a type of roundworm called Trichinella cause it.",,,,,"How doctors diagnose this condition Your healthcare provider might diagnose you with trichinosis based on: Your signs and symptoms Whether you may have eaten infected meat Blood tests that show high levels of eosinophils , a type of white blood cell Antibodies to Trichinella don’t show up at first. But your provider might order blood tests later that will find the antibodies and confirm the diagnosis. Stool (poop) samples don’t help diagnose trichinosis. In very rare cases, your provider may do a muscle biopsy to confirm it.",,,https://my.clevelandclinic.org/health/diseases/7142-trichinosis,,FALSE,,,,,
721,trichomonas infection,N/A,,,,,N/A,,,N/A,,FALSE,,,,,
722,tricuspid valve disease,Tricuspid valve disease is a condition that occurs when the valve between the two right heart chambers doesn’t function properly.,,,,,"How is tricuspid valve disease diagnosed? To diagnose tricuspid valve disease, a healthcare provider will conduct a physical exam , which will involve: Asking you about your symptoms. Discussing your health history and medications. Feeling the veins in your neck. Listening to your heart with a stethoscope. Taking your blood pressure . If they suspect that you have a heart condition, they may refer you to a cardiologist or order some tests: Blood tests. Cardiac catheterization (also called cardiac cath or angiogram). Chest X-ray . Echocardiogram . Electrocardiography (EKG) . Exercise stress test . Heart MRI . Transesophageal echocardiography .",,,https://my.clevelandclinic.org/health/diseases/17578-tricuspid-valve-disease,,FALSE,,,,,
723,trigeminal neuralgia,Trigeminal neuralgia (TN) causes episodes of intense facial pain that can disrupt your everyday activities. It typically happens when a blood vessel puts pressure on your trigeminal nerve near your brainstem . This nerve provides sensation to your head and face. Trigeminal neuralgia is a type of neuropathic pain .,,,,,"How is trigeminal neuralgia diagnosed? To start, your healthcare provider will ask you about your symptoms and medical history. They’ll do a physical exam of your head and neck area and a neurological exam . They’ll likely make their diagnosis based on a few different factors, like: The specific type of pain you’re feeling. The exact spot on your face where you feel pain. Which activities or actions trigger a painful episode. Many conditions have facial pain as the main symptom, so your provider will need to rule them out. Examples include cluster headaches , migraines , postherpetic neuralgia and TMJ dysfunction . Your provider may recommend a brain MRI to figure out what exactly is causing TN, like pressure from a blood vessel or a tumor.",,,https://my.clevelandclinic.org/health/diseases/15671-trigeminal-neuralgia-tn,,FALSE,,,,,
724,trigger finger (finger disorder),N/A,,,,,N/A,,,N/A,,FALSE,,,,,
725,tuberculosis,"Tuberculosis (TB) is an illness caused by a bacterial infection . It commonly affects your lungs, but it can also affect other areas of your body like your spine, brain or kidneys.",,,,,How doctors diagnose tuberculosis Healthcare providers use a skin or blood test to diagnose TB. You might also need: Lab tests on sputum and lung fluid Chest X-ray Computed tomography (CT) scans,,,https://my.clevelandclinic.org/health/diseases/11301-tuberculosis,,FALSE,,,,,
726,tuberous sclerosis,"Tuberous sclerosis complex (TSC) is a rare genetic disease that causes noncancerous tumors to grow throughout your body. This condition, sometimes known simply as tuberous sclerosis, can affect people in many ways. People with less severe cases may see very few effects and have a normal lifespan. Severe cases can lead to serious complications.",,,,,"How is tuberous sclerosis diagnosed? Experts divide the signs and symptoms into two categories: major and minor features. A confirmed diagnosis of TSC requires two or more major features. Because symptoms may appear over time, a healthcare provider can classify your diagnosis as “possible TSC” if you have only one major feature or at least two minor features. Major features At least three ash leaf spots, each at least 5 millimeters (mm) at their widest point. At least two facial fibromas or a fibroma plaque on your face or head. At least one fingernail or toenail fibroma. At least one Shagreen patch. More than one growth on your retinas. Certain types of tissue growth in or on your brain. A certain type of growth in your heart. Certain types of benign tumors affecting your lungs, kidneys or lymph nodes. Advertisement Minor features Confetti skin lesion. Four or more pits in the enamel on your teeth. Two or more growths in your mouth. Growths on your retinas. More than one cyst in your kidneys. Benign growths in other organs or areas. What tests will be done to diagnose tuberous sclerosis? Because TSC can cause so many different symptoms and effects, there are many possible tests. The tests often vary depending on your symptoms. Because so many factors can affect the tests you’ll undergo, your healthcare provider is the best person to tell you what tests they recommend and why. Some common tests for tuberous sclerosis are listed below. Genetic testing ultimately confirms the diagnosis of TSC and helps identify the specific mutation in the TSC genes. Tests for brain-related symptoms Diagnostic imaging and other forms of testing are most likely for brain-related symptoms. This is especially true if you have seizures (or any evidence that suggests you could have seizures). Imaging scans and tests that are possible include: Computed tomography (CT) scan . Magnetic resonance imaging (MRI scan) . Electroencephalogram (EEG). If a provider suspects an intellectual disability, they might recommend undergoing certain types of cognitive tests. These tests help identify problems with how your brain and thinking processes work. They usually include questions or tasks related to memory, judgment and decision-making. Tests for skin-related symptoms A physical examination is a key part of identifying TSC. Many of the signs and symptoms of this condition are visible at an early age. A healthcare provider can use certain tests to help them confirm or rule out TSC. The most likely tests include: Wood’s lamp examination (a noninvasive test that uses ultraviolet light to make ash leaf spots glow). Skin biopsy . Tests for changes elsewhere inside your body Genetic testing is a key tool that can help detect TSC. Between 75% and 95% of cases will have a TSC1 or TSC2 mutation. You can still have it without a detectable mutation, but this is less common. Many changes with TSC start when a person is still a fetus developing in the uterus. Healthcare providers can sometimes detect those changes during routine prenatal care, especially ultrasound tests, or with CT or MRI scans soon after birth.",,,https://my.clevelandclinic.org/health/diseases/17586-tuberous-sclerosis,,FALSE,,,,,
727,turner syndrome,"Turner syndrome (TS) is when one of the X chromosomes is partially or completely missing. It’s a congenital condition (meaning, a condition that you’re born with) that affects females only.",,,,,"How doctors diagnose this condition Healthcare providers can diagnose Turner syndrome before or after birth. Before birth, they use the following tests to diagnose the condition: Noninvasive prenatal testing (NIPT) . These are blood tests during pregnancy that detect congenital disorders in the fetus. Ultrasound during pregnancy . This may show that the fetus has some features of TS, like heart problems or fluid around the neck. Amniocentesis and chorionic villus sampling . Providers perform a genetic test with karyotype analysis on amniotic fluid or placental tissue . It can confirm if the fetus has Turner syndrome. Advertisement After birth, a karyotyping test can confirm Turner syndrome. This is a blood test. A pathologist will check your blood for a missing X chromosome.",,,https://my.clevelandclinic.org/health/diseases/15200-turner-syndrome,,FALSE,,,,,
728,typhoid fever,"Typhoid fever is an illness caused by the bacterium Salmonella Typhi ( S. Typhi). It infects your small intestines (gut) and causes high fever, stomach pain and other symptoms. Typhoid fever is also called enteric fever.",,,,,"How is typhoid fever diagnosed? Your healthcare provider will use your symptoms, your travel history and lab tests to diagnose typhoid fever. They’ll give you a physical exam and listen to your heart and lungs. It’s very important to tell your provider if you’ve traveled recently or think you’ve been exposed to typhoid, otherwise they might not know to test for it. They’ll also use the information to decide what treatment to give. What tests can be done to diagnose typhoid fever? Your healthcare provider will take samples of body fluids or tissue to test for signs of S. Typhi. They might take samples of your: Blood. Your provider will use a needle to take a small tube of blood from your arm. Poop (stool). Your healthcare provider will give you a sterile container and instructions on how to collect a sample. Pee (urine). You may be asked to pee into a cup given to you by your healthcare provider. Your provider might numb your skin and take a sample with a small razor or scalpel. Bone marrow . Your provider will numb your skin and use a special needle to get a sample of the inside of your bones. It’s rare that you’d ever need this test for diagnosis. You provider may also take X-rays (pictures of the inside of your body) to look for changes in your lungs.",,,https://my.clevelandclinic.org/health/diseases/17730-typhoid-fever,,FALSE,,,,,
729,ulcerative colitis,"Ulcerative colitis (UC) is a lifelong condition that causes inflammation and ulcers inside your colon (large intestine). UC is one of the most common types of inflammatory bowel disease (IBD) , alongside Crohn’s disease. UC often causes bloody diarrhea and abdominal cramping. It may make you have to poop more.",,,,,"How is ulcerative colitis diagnosed? To diagnose UC, your healthcare provider will perform a physical exam and ask about your symptoms and family history of IBD. They’ll order tests and perform procedures to rule out conditions similar to UC. Tests and procedures include: Blood tests : Your blood can show signs of anemia, which may mean you have bleeding in your colon or rectum. Blood tests can also help providers rule out other causes of your symptoms, like an infection. Stool samples : Signs of infection, parasites (tiny organisms that can live in a person’s body) and inflammation can show up in your poop. Imaging tests: Your healthcare provider may need a picture of your colon and rectum. You may need a specialized type of X-ray called a barium enema to reveal signs of inflammation in your colon. A CT scan (computed tomography scan) and MRI (magnetic resonance imaging) can show signs of inflammation in your colon, especially with moderate and severe UC. An X-ray can show complications like megacolon or perforation. Endoscopic tests : An endoscope is a thin, flexible tube with a tiny camera. Your provider can insert the endoscope through your rectum to see inside your colon and take tissue samples for testing ( biopsy ). Common endoscopic tests to diagnose UC include colonoscopy and sigmoidoscopy . Advertisement",,,https://my.clevelandclinic.org/health/diseases/10351-ulcerative-colitis,,FALSE,,,,,
730,urethral disorder,N/A,,,,,N/A,,,N/A,,FALSE,,,,,
731,urethral stricture,"A urethral stricture is a narrowing of your urethra . Your urethra is the tube through which urine (pee) leaves your body. If you have a penis, your urethra runs from your bladder to the opening at the tip of your penis (urethral meatus). If you have a vagina , the urethra runs from your bladder to the front of your vagina.",,,,,"How do you know if you have a urethral stricture? Contact a healthcare provider if you have a slow or weak pee stream. They may order noninvasive tests to find issues you may have emptying your bladder, though they may not directly identify a urethral stricture. These tests may include: Urine flow tests . Urine flow tests measure the speed of your pee (flow rate) when you use the restroom. Post-void residual urine test (PVR) . A PVR test uses imaging tests to determine how much pee remains in your bladder after using the restroom. Typically, your bladder is empty or nearly empty after you pee. But if you have a stricture, some pee may remain in your bladder. Noninvasive tests can’t determine if a urethral stricture or another condition is affecting your ability to drain your bladder. If a provider suspects a stricture, they may order a retrograde urethrogram to identify and measure it. A retrograde urethrogram is a type of X-ray procedure. The provider will insert a contrast dye into your urethra. The dye helps the provider locate the stricture and its length. The provider may also perform a cystoscopy . During a cystoscopy, they’ll insert a small, flexible scope with a camera at the end into your urethra. The cystoscope allows the provider to identify and locate a stricture. Before the procedure, they’ll insert a numbing medication into your urethra to reduce discomfort.",,,https://my.clevelandclinic.org/health/diseases/urethral-stricture,,FALSE,,,,,
732,urethral valves,N/A,,,,,N/A,,,N/A,,FALSE,,,,,
733,urethritis,"Urethritis (yoor-uh-THRI-tis) is inflammation in your urethra . Your urethra is the tube that takes pee from your urinary bladder to the outside of your body. Typically, a bacterial infection causes urethritis. Sexually transmitted infections (STIs) are the most common type of infections that cause it.",,,,,"How doctors diagnose it A healthcare provider will review your medical history and ask you questions about your symptoms and sexual history. They’ll also perform a physical exam of your genitals (which may include a digital rectal exam for males and a pelvic exam for females). They’ll also recommend tests, like: Blood tests Gonorrhea test or other STI tests Pee tests (urinalysis) These tests help confirm a urethritis diagnosis. They also help find out if a certain type of infection is the cause.",,,https://my.clevelandclinic.org/health/diseases/22858-urethritis,,FALSE,,,,,
734,urge incontinence,Urge incontinence is a type of urinary incontinence or leakage. It causes a sudden urge to urinate (pee) and you can’t hold it. You may accidentally leak pee before you make it to the bathroom. Some people who have urinary incontinence pee more than eight times while they’re awake and get up several times while they’re asleep to pee.,,,,,"How is urge incontinence diagnosed? A healthcare provider will review your medical history and ask about your symptoms to diagnose urge incontinence. Additional workup will include a physical exam . This may include a pelvic exam if you have a vagina or a digital rectal exam if you have a prostate. To help your provider make an accurate diagnosis, they may ask you to keep a bladder diary for two to three days. In your bladder diary, you’ll record: What you drink. How much you drink. How often you use the bathroom. How often you leak pee and how much. What you were doing when you leaked. Your provider may also order tests, including: Urinalysis to rule out UTIs (bladder infections), blood in your pee ( hematuria ) and other conditions. Abdominal ultrasound to look at your bladder, kidneys and other organs. Cystoscopy to examine your urinary system . Urodynamic testing , including a post-void residual urine test , to examine how well your urinary system holds and releases pee. Advertisement",,,https://my.clevelandclinic.org/health/diseases/22161-urge-incontinence,,FALSE,,,,,
735,urinary tract infection,"Urinary tract infections (UTIs) in kids happen when bacteria or other germs infect your child’s urinary tract. Sometimes, people just call them “bladder infections,” but your urinary tract includes your bladder , kidneys , and the tubes that connect them to each other (ureters) and to the outside of your body ( urethra ).",,,,,"How doctors diagnose UTIs in kids A healthcare provider can diagnose a UTI by asking about your child’s symptoms and getting a sample of their pee for a urinalysis or urine culture . They may also get blood tests to look for infections and test kidney function . In some cases, they’ll use imaging (like ultrasound or CT scans ) to look at your child’s kidneys or bladder.",,,https://my.clevelandclinic.org/health/diseases/12415-urinary-tract-infection-childrens,,FALSE,,,,,
736,urinary tract obstruction,N/A,,,,,N/A,,,N/A,,FALSE,,,,,
737,uterine atony,"Uterine atony (atony of the uterus) occurs when your uterus doesn’t contract (or tighten) properly during or after childbirth. It’s a serious complication that can cause life-threatening blood loss. Uterine atony (or the muscular tone of your uterus) describes a uterus that is soft, or lacking tone.",,,,,"How is uterine atony diagnosed? Healthcare providers learned how to spot uterine atony early and treat it fast. They can usually diagnose it by feeling the size and softness of your uterus after delivery. This typically involves your provider placing one hand on your abdomen while also performing a vaginal examination (fingers from the other hand are inside your vagina). In addition, some providers may weigh or count the sponges or pads used to absorb the blood to calculate how much blood you lost. If you have uterine atony, your uterus is large, soft and weak. In a typical delivery, your uterus should begin contracting (tightening or hardening) and shrinking after delivery. Uterine atony is the leading cause of postpartum hemorrhage, so your provider will also examine you for: Tears in your cervix, vagina or uterus. Retained placental tissue . Your provider will continue to watch for changes in your blood pressure and heart rate. They may order blood tests to look at your red blood cell count and blood clotting factor (how fast your blood clots or coagulates). Advertisement",,,https://my.clevelandclinic.org/health/diseases/24010-uterine-atony,,FALSE,,,,,
738,uterine cancer,Cleveland Clinic is a non-profit academic medical center. Advertising on our site helps support our mission. We do not endorse non-Cleveland Clinic products or services. Policy,,,,,"How is uterine cancer diagnosed? Talk to your healthcare provider if you notice possible signs of uterine cancer. Your provider will: Ask about your symptoms, risk factors and family history. Perform a physical exam . Perform a pelvic exam . What tests will I need to diagnose uterine cancer? Your provider may perform one or more tests to confirm a diagnosis of uterine cancer: Blood tests: CA-125 assay measures CA-125, a protein. A certain amount of CA-125 can point to cancer in your body. Imaging tests: CT scan s take a series of detailed pictures of the inside of your body. MRI scan s use radio waves and a powerful magnet to create images. Transvaginal ultrasound inserts a special probe (smooth, rounded device) into your vagina to get pictures of your uterus. Other tests: Endometrial biopsy inserts a thin, flexible tube through your cervix (opening of your uterus) and into your uterus. Your provider removes a small amount of the endometrium. Hysteroscopy inserts a hysteroscope, a long thin tube, through your vagina and cervix to reach your uterus. This narrow instrument with a light and camera provides detailed images of your uterus. Dilation and curettage (D&C) is a more complex procedure to remove uterine tissue. It takes place in the operating room. Advertisement If you had a D&C or biopsy to remove tissue samples, your provider then sends the sample to a lab. There, a pathologist looks at the tissue to confirm if there’s cancer. Can a Pap test diagnose uterine cancer? No. The Pap test (Pap smear) doesn’t screen for or diagnose uterine cancer. It checks for cervical cancer. What else does an endometrial cancer diagnosis show? If your healthcare provider diagnoses endometrial cancer, they also need to determine the type. Knowing the cancer type helps your care team figure out the best treatment: Type 1 endometrial cancers are less aggressive. They usually don’t spread to other tissues quickly. Type 2 endometrial cancers are more aggressive. They’re more likely to spread outside of the uterus and need stronger treatment. Your provider will also determine cancer stage. Uterine cancers are staged on a scale that ranges from I to IV. Stage I cancer hasn’t spread beyond your uterus. Stage II cancer has spread to your cervix. Stage III cancer has spread to your vagina, ovaries and/or lymph nodes. Stage IV cancer has spread to your bladder or other organs far away from your uterus. In some cases, your provider may not be able to determine what stage of cancer you have until you’ve had surgery to remove it.",,,https://my.clevelandclinic.org/health/diseases/16409-uterine-cancer,,FALSE,,,,,
739,uterine fibroids,N/A,,,,,"How are uterine fibroids diagnosed? In many cases, a healthcare provider discovers uterine fibroids during a pelvic exam . Quite often, heavy bleeding and other related symptoms may alert your provider to consider fibroids as a part of the diagnosis. There are several tests that can be done to confirm fibroids and determine their size and location. These tests can include: Ultrasonography : This noninvasive imaging test creates a picture of your internal organs with sound waves. Magnetic resonance imaging (MRI) : This test creates detailed images of your internal organs by using magnets and radio waves. Computed tomography (CT) scan : A CT scan uses X-ray images to make a detailed image of your internal organs from several angles. Hysteroscopy : During a hysteroscopy, your provider will use a device called a scope (a thin, flexible tube with a camera on the end) to look at fibroids inside your uterus. The scope is passed through your vagina and cervix and then moved into your uterus. Hysterosalpingography (HSG) : This is a detailed X-ray where your provider injects contrast material and then takes X-rays of your uterus. Sonohysterography : In this imaging test, your provider places a small catheter in your vagina and then injects saline into your uterus. This extra fluid helps to create a clearer image of your uterus than you would see during a standard ultrasound. Laparoscopy : During this test, your provider will make a small cut (incision) in your lower abdomen. A thin and flexible tube with a camera on the end will be inserted to look closely at your internal organs. Advertisement",,,https://my.clevelandclinic.org/health/diseases/9130-uterine-fibroids,,FALSE,,,,,
740,uveitis,"Uveitis is inflammation of your uvea , the middle layer of your eye. It can happen for unknown reasons or because of many known conditions. It can affect a specific area of your eye or multiple areas. Depending on the areas it affects, it can be painful, cause redness and irritation, or even disrupt your eyesight. It can affect one eye or both at the same time.",,,,,"How is uveitis diagnosed? An eye care specialist can diagnose uveitis by asking questions about your symptoms. That includes asking about your medical history and if you’ve had an infection or injury lately. They can also look into your eyes directly or use certain tests to detect signs of uveitis. Testing for uveitis itself starts with an eye exam, especially parts like the visual acuity test and slit lamp exam . Your specialist may also use tonometry to measure the pressure inside your eye and optical coherence tomography (OCT) to check for changes in the rear structures of your eye. Advertisement Other tests are also likely, depending on your symptoms and the suspected causes. Tests your eye care specialist may recommend can include: Blood tests . These can look for infections, immune markers or other blood changes that indicate a medical condition. Imaging scans . These can look for evidence of issues elsewhere, like a chest X-ray or a brain MRI (magnetic resonance imaging). Some imaging scans use special dyes like fluorescein , which providers can inject into your blood so they can easily see blood vessels inside your eyes. Changes in the dye patterns can be an important clue for providers to determine what’s causing uveitis. Because the tests can vary depending on your symptoms and circumstances, your eye care specialist is the best source of information about specific tests. They can tell you more about these tests and why they recommend them.",,,https://my.clevelandclinic.org/health/diseases/14414-uveitis,,FALSE,,,,,
741,vacterl syndrome,N/A,,,,,N/A,,,N/A,,FALSE,,,,,
742,vaginal cyst,N/A,,,,,N/A,,,N/A,,FALSE,,,,,
743,vaginal yeast infection,"A vaginal yeast infection happens when a fungus called Candida grows too much. Candida usually lives in your body without causing problems. But when it’s out of balance, it multiplies quickly and leads to a yeast infection.",,,,,"How doctors diagnose yeast infections Your healthcare provider may suspect a yeast infection after hearing your symptoms. They may need to take a sample of discharge from your vagina to confirm a yeast infection, though. The combination of your symptoms and the discharge sample will tell your healthcare provider what type of yeast infection you have and how to treat it.",,,https://my.clevelandclinic.org/health/diseases/5019-vaginal-yeast-infection,,FALSE,,,,,
744,vaginismus,Vaginismus is when the muscles around your vagina tense or contract uncontrollably in response to something trying to go in it. These muscle spasms can cause discomfort and pain.,,,,,"How doctors diagnose this condition To diagnose vaginismus, a healthcare provider (usually, a gynecologist ) will ask about your symptoms, like when they happen and when they started. They may also ask about your sexual history. It’s important to be honest about what you’re experiencing. Your provider may recommend a pelvic exam to help rule out other physical issues that may be causing pain. Vaginismus can make it difficult to have these exams. Some strategies that may help include: Talking about the exam before it begins and how you and your provider will communicate during it Using a mirror so you can see what your provider is doing and what areas they’re checking Placing your hand on your provider’s hand to have a better sense of control",,,https://my.clevelandclinic.org/health/diseases/15723-vaginismus,,FALSE,,,,,
745,vaginitis,"“Vaginitis” is a general term to describe conditions that cause inflammation or irritation to your vagina . Depending on the cause, you could have symptoms like itchiness, a burning feeling when you pee or foul-smelling vaginal discharge .",,,,,"How is vaginitis diagnosed? A healthcare provider will take a thorough medical history, complete a physical exam and perform a pelvic exam . Be sure to let them know about any history of STIs. During the pelvic exam, your provider may swab the inside of your vagina to collect a sample of discharge. They’ll send the sample off to a lab where it will be checked for infection. Your healthcare provider may also check the pH levels (how acidic something is) of your vaginal fluid to get them closer to a diagnosis. Advertisement Some providers may ask that you avoid sex or placing anything inside your vagina for at least 24 hours before your appointment.",,,https://my.clevelandclinic.org/health/diseases/9131-vaginitis,,FALSE,,,,,
746,valley fever,"Valley fever is a fungal infection in your lungs . You get it from breathing in the fungus Coccidioides (cahk-sid-ee-OY-deze) from the environment. The fungus lives in the soil in the southwest U.S., parts of Washington state and in Central and South America.",,,,,"How doctors diagnose Valley fever A healthcare provider will review your medical history, ask about your symptoms and travel history, and perform a physical exam . To help confirm a Valley fever diagnosis, they may recommend tests like: Biopsy . A provider takes a small amount of tissue and sends it to a lab to look for signs of Coccidioides . Blood tests . Blood tests are the most common way to diagnose Valley fever. They’ll send a blood sample to a lab to look for signs of Coccidioides , like antibodies or antigens . Imaging tests . A provider may recommend a chest X-ray or CT scan to look for signs of Valley fever pneumonia. Advertisement",,,https://my.clevelandclinic.org/health/diseases/17754-valley-fever,,FALSE,,,,,
747,varicocele of the testicles,N/A,,,,,N/A,,,N/A,,FALSE,,,,,
748,varicose veins,N/A,,,,,"How are varicose veins diagnosed? Varicose veins are close to the surface of your skin and easy to see. Healthcare providers can diagnose the condition during a physical examination . They’ll feel your veins and examine them while you’re sitting and standing. They may also ask you questions about your medical history and your symptoms. Advertisement What tests will be done to diagnose varicose veins? Providers usually don’t need additional diagnostic tests to diagnose varicose veins. To see detailed images of your veins and check for complications, your provider may recommend an ultrasound . This safe, painless test uses sound waves to produce pictures of tissues inside your body. Ultrasounds can show blood clots and how your valves are working.",,,https://my.clevelandclinic.org/health/diseases/4722-varicose-veins,,FALSE,,,,,
749,vasculitis,Cleveland Clinic is a non-profit academic medical center. Advertising on our site helps support our mission. We do not endorse non-Cleveland Clinic products or services. Policy,,,,,How is vasculitis diagnosed? A healthcare provider will diagnose vasculitis with a physical exam and tests. They’ll ask you about your symptoms and when you first noticed them. Diagnosing vasculitis is usually part of a differential diagnosis for other conditions. This means your provider will probably use a few tests to determine what’s causing your symptoms before diagnosing you with vasculitis. Some tests you might need include: Advertisement Biopsies . Blood tests . Tests that check the function of your affected organs. Angiograms . You’ll probably need to see a rheumatologist — a healthcare provider who specializes in treating inflammatory diseases.,,,https://my.clevelandclinic.org/health/diseases/12101-vasculitis,,FALSE,,,,,
750,venous insufficiency,N/A,,,,,N/A,,,N/A,,FALSE,,,,,
751,vertebrobasilar insufficiency,Vertebrobasilar insufficiency (VBI) is when blood flow to the back of your brain reduces or stops. VBI affects the parts of your brain that control balance and movement.,,,,,"How is vertebrobasilar insufficiency diagnosed? Your healthcare provider will ask you about your symptoms and give you a physical exam . They may suggest other tests, including: Imaging tests: A CT (computed tomography) scan or magnetic resonance imaging (MRI) takes pictures of the blood vessels at the back of your brain. Angiography: Your healthcare provider will use angiography to take X-ray pictures of your arteries. Computed tomography angiography (CTA) or magnetic resonance angiography (MRA): A CTA or MRA makes high-resolution, 3D pictures of your blood vessels. Echocardiogram: An echocardiogram (also called an echo) uses an ultrasound to assess sound waves, which create images of your heart’s chambers and valves. This test examines your heart’s pumping action. Electrocardiogram: An electrocardiogram (also called an ECG or EKG) measures the electrical activity of your heart. Holter monitor: A Holter monitor records your heart’s electrical activity for 24 to 48 hours while you do your daily activities. Prothrombin time (PT) and partial thromboplastin tine (PTT) blood tests: The PT test and PTT test measure the time it takes for your blood to clot.",,,https://my.clevelandclinic.org/health/diseases/22452-vertebrobasilar-insufficiency-vbi,,FALSE,,,,,
